yr,mo,da,se,obs,strat,tran,seg,dir,wind,wspd,sky,wavfile,lat,long,ctime,lag,sppn,grp,unit,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8357,-163.6626,60162.1,0.55,BEGT,1,open,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8364,-163.6859,60191.3,0.81,CAGO,1,single,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8364,-163.6859,60191.3,0.81,SACR,1,single,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8364,-163.6859,60191.3,0.81,WFGO,2,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8364,-163.6859,60191.3,0.81,WFGO,2,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8364,-163.6859,60191.3,0.81,WFGO,2,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8369,-163.754,60276.9,0.71,WFGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8369,-163.754,60276.9,0.71,WFGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8369,-163.7573,60281.8,1.02,WFGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8369,-163.7612,60286.5,1.09,WFGO,1,single,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8369,-163.7612,60286.5,1.09,WFGO,15,open,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8369,-163.766,60292.2,1.01,SACR,1,single,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8369,-163.766,60292.2,1.01,WFGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8369,-163.766,60292.2,1.01,WFGO,1,single,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8366,-163.7715,60299,0.89,WFGO,2,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8364,-163.7756,60304.8,0.83,WFGO,1,single,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.836,-163.7818,60311.6,0.78,WFGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8363,-163.8153,60353.2,0.66,WFGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8372,-163.8321,60374.4,1.05,WFGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8373,-163.8384,60382,0.52,WFGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8374,-163.8407,60385.1,0.19,WFGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8374,-163.8407,60385.1,0.19,WFGO,1,single,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8374,-163.8407,60385.1,0.19,WFGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8374,-163.844,60390.7,2.3,WFGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8374,-163.844,60390.7,2.3,WFGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8373,-163.8487,60395.3,1.12,WFGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8373,-163.8487,60395.3,1.12,TUSW,1,single,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8373,-163.8487,60395.3,1.12,WFGO,3,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8373,-163.8487,60395.3,1.12,WFGO,8,open,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8373,-163.8487,60395.3,1.12,WFGO,12,open,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8375,-163.8763,60430.8,0.8,WFGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8375,-163.8763,60430.8,0.8,SACR,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8375,-163.8935,60452.7,0.65,WFGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8375,-163.8935,60452.7,0.65,WFGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8375,-163.8935,60452.7,0.65,CAGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8374,-163.9395,60510.7,0.8,WFGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8371,-163.9449,60517.4,0.57,WFGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8371,-163.9449,60517.4,0.57,WFGO,1,single,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8371,-163.9449,60517.4,0.57,CAGO,8,open,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8369,-163.9504,60526.1,1.17,WFGO,1,single,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8369,-163.9504,60526.1,1.17,CAGO,3,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8373,-163.9576,60533,0.03,WFGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8383,-163.9772,60559,0.56,TUNE,1,single,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8383,-163.9772,60559,0.56,TUSW,1,single,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8381,-163.9944,60580.5,0.08,CAGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8377,-164.0045,60595.4,2.28,CAGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8377,-164.0045,60595.4,2.28,WFGO,3,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8376,-164.0099,60600.1,0.03,WFGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8376,-164.0122,60603.8,0.25,WFGO,3,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8378,-164.0185,60611.8,0.16,CAGO,1,single,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.838,-164.0333,60629.8,0.7,WFGO,3,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.838,-164.0357,60632.6,0.09,CAGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.838,-164.039,60636.2,0.17,WFGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8379,-164.0423,60641,0.39,WFGO,1,single,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8379,-164.0423,60641,0.39,CAGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8379,-164.0423,60641,0.39,WFGO,3,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.838,-164.0463,60645.8,0.55,CAGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.838,-164.0504,60650.9,0.98,CAGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8379,-164.0575,60659.9,0.8,WFGO,1,single,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8379,-164.0575,60659.9,0.8,WFGO,2,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8379,-164.0575,60659.9,0.8,WFGO,3,open,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8378,-164.0614,60665.4,0.52,CAGO,2,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8378,-164.0614,60665.4,0.52,WFGO,2,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8378,-164.0645,60668.9,0.54,CAGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8378,-164.0645,60668.9,0.54,WFGO,5,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8377,-164.0692,60675.1,0.96,WFGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8377,-164.0692,60675.1,0.96,WFGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8377,-164.0692,60675.1,0.96,CAGO,3,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8377,-164.0692,60675.1,0.96,WFGO,3,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8377,-164.0692,60675.1,0.96,WFGO,6,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8377,-164.0692,60675.1,0.96,WFGO,10,open,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8386,-164.1121,60730.1,0.37,CAGO,1,single,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8386,-164.1121,60730.1,0.37,CAGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8386,-164.1121,60730.1,0.37,WFGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8386,-164.1168,60736.3,0.77,CAGO,1,single,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8386,-164.1168,60736.3,0.77,WFGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8385,-164.1191,60739.4,0.42,WFGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8385,-164.1214,60741.5,0.25,WFGO,1,pair,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8385,-164.1214,60741.5,0.25,WFGO,1,single,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8385,-164.1267,60750,1.75,ENDT,1,open,
2017,5,25,lf,hmw,na,1,na,271,270,15_KTS,2500 BRKN LT RAIN,YKG17005,59.8385,-164.1267,60750,1.75,BLBR,2,pair,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9553,-164.2026,61066.3,1.01,BEGT,2,open,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9555,-164.1995,61069.8,1.08,WFGO,3,pair,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9558,-164.1881,61080.1,0.94,WFGO,1,pair,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9556,-164.1831,61086.1,1.15,BLBR,3,pair,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9554,-164.1782,61089.6,0.04,BLBR,1,pair,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9554,-164.1762,61091.9,0.05,WFGO,1,pair,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9553,-164.1743,61093.4,0.29,WFGO,1,pair,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9552,-164.1723,61096,0.63,WFGO,1,pair,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9552,-164.1723,61096,0.63,CAGO,1,pair,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.955,-164.1694,61100,1.15,WFGO,1,pair,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.955,-164.1694,61100,1.15,WFGO,2,pair,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9545,-164.1625,61106.8,0.98,WFGO,1,pair,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9545,-164.1625,61106.8,0.98,WFGO,1,single,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9543,-164.1586,61109.6,0.39,WFGO,1,pair,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9542,-164.1567,61112.2,0.68,CAGO,1,pair,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9542,-164.1567,61112.2,0.68,CAGO,1,single,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9542,-164.1567,61112.2,0.68,WFGO,1,single,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9538,-164.1488,61120.6,0.98,WFGO,11,pair,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9534,-164.1373,61132.3,1.05,WFGO,1,pair,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9534,-164.1373,61132.3,1.05,WFGO,1,single,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9533,-164.1344,61135.8,1.11,WFGO,1,pair,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9534,-164.1264,61143.9,1.11,WFGO,1,pair,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9534,-164.1264,61143.9,1.11,WFGO,1,single,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9534,-164.1205,61148.7,0.03,WFGO,1,pair,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9534,-164.1205,61148.7,0.03,CAGO,2,pair,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9534,-164.1185,61151.8,0.8,WFGO,1,pair,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9535,-164.1116,61159,1.07,WFGO,3,pair,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9535,-164.1086,61161.1,0.91,TUNE,1,pair,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9535,-164.1086,61161.1,0.91,TUSW,1,pair,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9536,-164.0977,61172.3,0.52,WFGO,1,pair,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9534,-164.0835,61186.3,0.66,WFGO,1,pair,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9532,-164.0784,61191.4,1.09,WFGO,1,pair,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9532,-164.0784,61191.4,1.09,WFGO,10,open,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9531,-164.0764,61194.7,2.1,CAGO,1,pair,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9531,-164.0764,61194.7,2.1,CAGO,1,pair,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.953,-164.0705,61198.6,0.16,CAGO,1,pair,
2017,5,25,lf,hmw,na,2,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17006,59.9537,-164.0481,61221.5,1.04,ENDT,2,open,
2017,5,25,lf,hmw,na,3,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17007,59.9539,-164.0282,61241.5,1.35,BEGT,3,open,
2017,5,25,lf,hmw,na,3,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17007,59.9536,-164.0253,61244.6,1.01,WFGO,1,pair,
2017,5,25,lf,hmw,na,3,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17007,59.9534,-164.0125,61257.2,0.84,WFGO,1,pair,
2017,5,25,lf,hmw,na,3,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17007,59.9534,-164.0125,61257.2,0.84,WFGO,1,single,
2017,5,25,lf,hmw,na,3,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17007,59.9534,-164.0086,61262.1,1.14,WFGO,1,pair,
2017,5,25,lf,hmw,na,3,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17007,59.9534,-164.0086,61262.1,1.14,WFGO,1,single,
2017,5,25,lf,hmw,na,3,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17007,59.9534,-164.0086,61262.1,1.14,CAGO,3,open,
2017,5,25,lf,hmw,na,3,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17007,59.9534,-164.0018,61268,0.07,WFGO,1,pair,
2017,5,25,lf,hmw,na,3,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17007,59.9536,-163.9825,61287.6,0.05,WFGO,1,single,
2017,5,25,lf,hmw,na,3,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17007,59.9536,-163.9825,61287.6,0.05,WFGO,2,pair,
2017,5,25,lf,hmw,na,3,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17007,59.9536,-163.9795,61291.5,0.43,WFGO,1,pair,
2017,5,25,lf,hmw,na,3,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17007,59.9532,-163.9667,61304.2,0.45,WFGO,1,pair,
2017,5,25,lf,hmw,na,3,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17007,59.9531,-163.9617,61308.5,0.06,WFGO,1,pair,
2017,5,25,lf,hmw,na,3,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17007,59.9531,-163.9617,61308.5,0.06,WFGO,1,single,
2017,5,25,lf,hmw,na,3,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17007,59.9531,-163.9617,61308.5,0.06,WFGO,3,pair,
2017,5,25,lf,hmw,na,3,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17007,59.953,-163.9586,61312.5,0.65,CAGO,1,pair,
2017,5,25,lf,hmw,na,3,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17007,59.9528,-163.928,61344,0.87,WFGO,1,single,
2017,5,25,lf,hmw,na,3,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17007,59.9528,-163.928,61344,0.87,WFGO,2,pair,
2017,5,25,lf,hmw,na,3,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17007,59.9528,-163.918,61353.3,0.93,WFGO,2,pair,
2017,5,25,lf,hmw,na,3,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17007,59.9529,-163.916,61355.5,0.83,WFGO,1,single,
2017,5,25,lf,hmw,na,3,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17007,59.9529,-163.898,61373.2,1.15,WFGO,1,pair,
2017,5,25,lf,hmw,na,3,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17007,59.9529,-163.898,61373.2,1.15,WFGO,1,single,
2017,5,25,lf,hmw,na,3,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17007,59.9526,-163.8901,61380.2,0,WFGO,1,pair,
2017,5,25,lf,hmw,na,3,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17007,59.9526,-163.8852,61386.5,0.59,WFGO,1,pair,
2017,5,25,lf,hmw,na,3,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17007,59.952,-163.8447,61427,0.52,WFGO,1,single,
2017,5,25,lf,hmw,na,3,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17007,59.9519,-163.8345,61438.9,2.03,WFGO,1,pair,
2017,5,25,lf,hmw,na,3,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17007,59.9523,-163.7798,61492.3,1.14,WFGO,3,open,
2017,5,25,lf,hmw,na,3,na,91,270,15_KTS,2500 BRKN LT RAIN,YKG17007,59.9498,-163.5016,61767.4,0.57,ENDT,3,open,
2017,5,25,lf,hmw,na,4,na,271,270,15_kts,2500 brkn lt rain,YKG17008,60.0679,-163.8823,62351.3,0,BEGT,4,open,
2017,5,25,lf,hmw,na,4,na,271,270,15_kts,2500 brkn lt rain,YKG17008,60.0672,-163.8921,62364.4,0.4,WFGO,1,pair,
2017,5,25,lf,hmw,na,4,na,271,270,15_kts,2500 brkn,YKG17008,60.0672,-163.8921,62364.4,0.4,WFGO,3,open,
2017,5,25,lf,hmw,na,4,na,271,270,15_kts,2500 brkn lt rain,YKG17008,60.0681,-163.9449,62430.2,1.34,WFGO,1,pair,
2017,5,25,lf,hmw,na,4,na,271,270,15_kts,2500 brkn lt rain,YKG17008,60.0682,-163.9676,62456.1,0.6,WFGO,1,pair,
2017,5,25,lf,hmw,na,4,na,271,270,15_kts,2500 brkn lt rain,YKG17008,60.0684,-163.9801,62470.8,0.26,WFGO,1,pair,
2017,5,25,lf,hmw,na,4,na,271,270,15_kts,2500 brkn lt rain,YKG17008,60.0684,-163.985,62478.4,2.1,SACR,1,single,
2017,5,25,lf,hmw,na,4,na,271,270,15_kts,2500 brkn lt rain,YKG17008,60.0684,-163.985,62478.4,2.1,WFGO,3,pair,
2017,5,25,lf,hmw,na,4,na,271,270,15_kts,2500 brkn lt rain,YKG17008,60.0686,-163.9948,62489.7,0.7,WFGO,1,pair,
2017,5,25,lf,hmw,na,4,na,271,270,15_kts,2500 brkn lt rain,YKG17008,60.0689,-164.0122,62512,2.19,WFGO,1,pair,
2017,5,25,lf,hmw,na,4,na,271,270,15_kts,2500 brkn lt rain,YKG17008,60.069,-164.0163,62515,0.61,WFGO,1,pair,
2017,5,25,lf,hmw,na,4,na,271,270,15_kts,2500 brkn lt rain,YKG17008,60.069,-164.0163,62515,0.61,WFGO,1,single,
2017,5,25,lf,hmw,na,4,na,271,270,15_kts,2500 brkn lt rain,YKG17008,60.0692,-164.0205,62519.7,0.59,TUNE,1,single,
2017,5,25,lf,hmw,na,4,na,271,270,15_kts,2500 brkn lt rain,YKG17008,60.0692,-164.0205,62519.7,0.59,TUSW,1,single,
2017,5,25,lf,hmw,na,4,na,271,270,15_kts,2500 brkn lt rain,YKG17008,60.0694,-164.0246,62526,1.14,WFGO,1,pair,
2017,5,25,lf,hmw,na,4,na,271,270,15_kts,2500 brkn lt rain,YKG17008,60.0694,-164.0304,62532,0.27,WFGO,1,pair,
2017,5,25,lf,hmw,na,4,na,271,270,15_kts,2500 brkn lt rain,YKG17008,60.0693,-164.0345,62536.7,0.3,WFGO,1,pair,
2017,5,25,lf,hmw,na,4,na,271,270,15_kts,2500 brkn lt rain,YKG17008,60.0693,-164.0345,62536.7,0.3,WFGO,10,open,
2017,5,25,lf,hmw,na,4,na,271,270,15_kts,2500 brkn lt rain,YKG17008,60.0694,-164.0493,62555.8,0.9,SACR,1,single,
2017,5,25,lf,hmw,na,4,na,271,270,15_kts,2500 brkn lt rain,YKG17008,60.0695,-164.0559,62563.8,0.73,WFGO,1,pair,
2017,5,25,lf,hmw,na,4,na,271,270,15_kts,2500 brkn lt rain,YKG17008,60.0695,-164.0559,62563.8,0.73,WFGO,1,single,
2017,5,25,lf,hmw,na,4,na,271,270,15_kts,2500 brkn lt rain,YKG17008,60.0683,-164.1283,62651.9,0.87,WFGO,1,single,
2017,5,25,lf,hmw,na,4,na,271,270,15_kts,2500 brkn lt rain,YKG17008,60.0683,-164.1283,62651.9,0.87,WFGO,4,pair,
2017,5,25,lf,hmw,na,4,na,271,270,15_kts,2500 brkn lt rain,YKG17008,60.0683,-164.1431,62669.3,0.91,WFGO,2,pair,
2017,5,25,lf,hmw,na,4,na,271,270,15_kts,2500 brkn lt rain,YKG17008,60.0686,-164.1804,62715,0.36,TUNE,1,single,
2017,5,25,lf,hmw,na,4,na,271,270,15_kts,2500 brkn lt rain,YKG17008,60.0686,-164.1804,62715,0.36,TUSW,1,single,
2017,5,25,lf,hmw,na,4,na,271,270,15_kts,2500 brkn lt rain,YKG17008,60.0688,-164.191,62728.3,0.87,WFGO,1,pair,
2017,5,25,lf,hmw,na,4,na,271,270,15_kts,2500 brkn lt rain,YKG17008,60.0689,-164.2051,62745.2,0.43,WFGO,1,pair,
2017,5,25,lf,hmw,na,4,na,271,270,15_kts,2500 brkn lt rain,YKG17008,60.0688,-164.2123,62754.9,0.83,WFGO,1,pair,
